doc_id,Title,Author,year,journal,DOI,Url
ADF5WRJN,Transcriptome analysis of bull semen with extreme nonreturn rate: Use of suppression-subtractive hybridization to identify functional markers for fertility,"Lalancette, C.; Thibault, C.; Bachand, I.; Caron, N.; Bissonnette, N.",2008,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.059030,
DXZ8KSLH,Integrins are not involved in the process of human sperm-oolemmal fusion,"Sengoku, K.; Takuma, N.; Miyamoto, T.; Horikawa, M.; Ishikawa, M.",2004,HUMAN REPRODUCTION,10.1093/humrep/deh095,
2CYIHPKX,"Ciliary Transport, Gamete Interaction, and Effects of the Early Embryo in the Oviduct: Ex Vivo Analyses Using a New Digital Videomicroscopic System in the Cow","Koelle, Sabine; Dubielzig, Sabine; Reese, Sven; Wehrend, Axel; Koenig, Peter; Kummer, Wolfgang",2009,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.108.073874,
TT3Y4HIW,Ability of hamster spermatozoa to digest their own DNA,"Sotolongo, B.; Lino, E.; Ward, W. S.",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.103.020594,
X27NBEYH,'Gift without a price tag': altruism in anonymous semen donation,"Yee, Samantha",2009,HUMAN REPRODUCTION,10.1093/humrep/den347,
698N2GK9,"Hypertonicity-induced projections reflect cell polarity in mouse metaphase II oocytes: Involvement of microtubules, microfilaments, and chromosomes","Liu, J. L.; Sung, L. Y.; Tian, X. C.; Yang, X. Z.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.102.005694,
MVLS5VWI,"Activation of the Cell-Wall Degrading Protease, Lysin, During Sexual Signaling in Chlamydomonas - the Enzyme Is Stored as an Inactive, Higher Relative Molecular Mass Precursor in the Periplasm","Buchanan, Mj; Imam, Sh; Eskue, Wa; Snell, Wj",1989,JOURNAL OF CELL BIOLOGY,10.1083/jcb.108.1.199,
R6ULKYFL,Relative testis size and sperm morphometry across mammals: no evidence for an association between sperm competition and sperm length,"Gage, M. J. G.; Freckleton, R. P.",2003,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2002.2258,
NDCQR6YD,"Gametogenesis in the <i>Chlamydomonas reinhardtii</i> <i>minus</i> mating type is controlled by two genes, <i>MID</i> and <i>MTD1</i>","Lin, Huawen; Goodenough, Ursula W.",2007,GENETICS,10.1534/genetics.106.066167,
MEK26QQJ,Assessing the potential for egg chemoattractants to mediate sexual selection in a broadcast spawning marine invertebrate,"Evans, Jonathan P.; Garcia-Gonzalez, Francisco; Almbro, Maria; Robinson, Oscar; Fitzpatrick, John L.",2012,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2012.0181,
MNHI4ITJ,"New ""missing link"" genus of the colonial volvocine green algae gives insights into the evolution of oogamy","Nozaki, Hisayoshi; Yamada, Toshihiro K.; Takahashi, Fumio; Matsuzaki, Ryo; Nakada, Takashi",2014,BMC EVOLUTIONARY BIOLOGY,10.1186/1471-2148-14-37,
MKTBXVZ2,Sperm-egg fusion: events at the plasma membrane,"Stein, K. K.; Primakoff, P.; Myles, D.",2004,JOURNAL OF CELL SCIENCE,10.1242/jcs.01598,
V33MXI7G,A comparative analysis of expression and processing of the rat epididymal fluid and sperm-bound forms of proteins D and E,"Roberts, K. P.; Ensrud, K. M.; Hamilton, D. W.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod67.2.525,
982CDM38,N-Terminal Prodomain of Pfs230 Synthesized Using a Cell-Free System Is Sufficient To Induce Complement-Dependent Malaria Transmission-Blocking Activity,"Tachibana, Mayumi; Wu, Yimin; Iriko, Hideyuki; Muratova, Olga; MacDonald, Nicholas J.; Sattabongkot, Jetsumon; Takeo, Satoru; Otsuki, Hitoshi; Torii, Motomi; Tsuboi, Takafumi",2011,CLINICAL AND VACCINE IMMUNOLOGY,10.1128/CVI.05104-11,
2H79WX8T,Cryopreservation of equine sperm: Optimal cooling rates in the presence and absence of cryoprotective agents determined using differential scanning calorimetry,"Devireddy, R. V.; Swanlund, D. J.; Olin, T.; Vincente, W.; Troedsson, M. H. T.; Bischof, J. C.; Roberts, K. P.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod66.1.222,
JIG62P2F,Selection for Recombination in a Polygenic Model - the Mechanism,"Smith, Jm",1988,GENETICS RESEARCH,10.1017/S0016672300023958,
SEJF2ARL,Stress stimulates AMP-Activated protein kinase and meiotic resumption in mouse oocytes,"LaRosa, C.; Downs, S. M.",2006,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.105.046524,
QHH47HGE,Nature of DNA damage in ejaculated human spermatozoa and the possible involvement of apoptosis,"Sakkas, D.; Moffatt, O.; Manicardi, G. C.; Mariethoz, E.; Tarozzi, N.; Bizzaro, D.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod66.4.1061,
FYQZ63DE,Stem-Cells of Hydra-Magnipapillata Can Differentiate into Somatic-Cells and Germ Line Cells,"Bosch, Tcg; David, Cn",1987,DEVELOPMENTAL BIOLOGY,10.1016/0012-1606(87)90151-5,
BL43ZFHP,Control of gametic differentiation and activity by light in <i>Chlamydomonas reinhardtii</i>,"Saito, T.; Inoue, M.; Yamada, M.; Matsuda, Y.",1998,PLANT AND CELL PHYSIOLOGY,10.1093/oxfordjournals.pcp.a029292,
7SVMUKED,Localization of mitotic arrest deficient 1 (MAD1) in mouse oocytes during the first meiosis and its functions as a spindle checkpoint protein,"Zhang, D.; Li, M.; Ma, W.; Hou, Y.; Li, Y. H.; Li, S. W.; Sun, Q. Y.; Wang, W. H.",2005,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.032987,
IVN5JB2S,"Expression, regulation, and immunolocalization of putative homeodomain transcription factor 1 (PHTF1) in rodent epididymis:: Evidence for a novel form resulting from proteolytic cleavage","Oyhenart, J.; Dacheux, J. L.; Dacheux, F.; Jégou, B.; Raich, N.",2005,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.029850,
MKAGS9HI,Adenosine 5′-monophosphate kinase-activated protein kinase (PRKA) activators delay meiotic resumption in porcine oocytes,"Mayes, Mario A.; Laforest, Martin F.; Guillemette, Christine; Gilchrist, Robert B.; Richard, Francois J.",2007,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.057828,
9NLLJMZM,Identification of a translocation deficiency in cortical granule secretion in preovulatory mouse oocytes,"Abbott, A. L.; Fissore, R. A.; Ducibella, T.",2001,BIOLOGY OF REPRODUCTION,10.1095/biolreprod65.6.1640,
NMX2KUMB,The epigenetic environment: secondary sex ratio depends on differential survival in embryogenesis,"Boklage, C. E.",2005,HUMAN REPRODUCTION,10.1093/humrep/deh662,
736MV4VQ,Rabbit epididymal secretory proteins. III. Molecular cloning and characterization of the complementary DNA for REP38,"Nixon, B.; Hardy, C. M.; Jones, R. C.; Andrews, J. B.; Holland, M. K.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod67.1.147,
36W8JHZ8,"Cell-cell recognition during fertilization in a red alga, Antithamnion sparsum (Ceramiaceae, Rhodophyta)","Kim, G. H.; Lee, I. K.; Fritz, L.",1996,PLANT AND CELL PHYSIOLOGY,10.1093/oxfordjournals.pcp.a028990,
SQRBRR7D,Aspects of the Fertilization Ecology of Broadcast Spawning Corals - Sperm Dilution Effects and Insitu Measurements of Fertilization,"Oliver, J.; Babcock, R.",1992,BIOLOGICAL BULLETIN,10.2307/1542017,
724NCH35,Identification of the ZPC oligosaccharide ligand involved in sperm binding and the glycan structures of <i>Xenopus laevis vitelline</i> envelope glycoproteins,"Vo, L. H.; Yen, T. Y.; Macher, B. A.; Hedrick, J. L.",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.103.015370,
SVSB8LFZ,Rabbit epididymal secretory proteins. II. Immunolocalization and sperm association of REP38,"Nixon, B.; Jones, R. C.; Clarke, H. G.; Holland, M. K.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod67.1.140,
I8R9BEH6,Pretreatment of Asian elephant (<i>Elephas maximus</i>) spermatozoa with cholesterol-loaded cyclodextrins and glycerol addition at 4°C improves cryosurvival,"Kiso, Wendy K.; Asano, Atsushi; Travis, Alexander J.; Schmitt, Dennis L.; Brown, Janine L.; Pukazhenthi, Budhan S.",2012,REPRODUCTION FERTILITY AND DEVELOPMENT,10.1071/RD11266,
Y328E7A8,Nucleotide excision repair activity varies among murine spermatogenic cell types,"Xu, G. G.; Spivak, G.; Mitchell, D. L.; Mori, T.; McCarrey, J. R.; McMahan, C. A.; Walter, R. B.; Hanawalt, P. C.; Walter, C. A.",2005,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.039123,
8QHK2HN8,Rabbit epididymal secretory proteins. I. Characterization and hormonal regulation,"Nixon, B.; Jones, R. C.; Hansen, L. A.; Holland, M. K.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod67.1.133,
BUD6FVIX,Regulation of spindle formation by active mitogen-activated protein kinase and protein phosphatase 2A during mouse oocyte meiosis,"Lu, Q.; Dunn, R. L.; Angeles, R.; Smith, G. D.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod66.1.29,
2QV8R45X,Pregnancy by the tubal transfer of embryos developed after injection of round spermatids into oocyte cytoplasm of the cynomolgus monkey (<i>Macaca fascicularis</i>),"Ogonuki, N.; Tsuchiya, H.; Hirose, Y.; Okada, H.; Ogura, A.; Sankai, T.",2003,HUMAN REPRODUCTION,10.1093/humrep/deg212,
DCIM4NIW,Spontaneous Triploids of Rye Collected in Turkey,"Niwa, K.; Ohta, S.; Sakamoto, S.",1989,CYTOLOGIA,10.1508/cytologia.54.483,
3IK6N5YR,Chromosome doubling in vine cacti hybrids,"Tel-Zur, N.; Abbo, S.; Bar-Zvi, D.; Mizrahi, Y.",2003,JOURNAL OF HEREDITY,10.1093/jhered/esg064,
B6FRHAYQ,Disclosure of donor conception in single-mother families: views and concerns,"Landau, Ruth; Weissenberg, Ruth",2010,HUMAN REPRODUCTION,10.1093/humrep/deq018,
LP4HGCB9,A short core promoter drives expression of the ALF transcription factor in reproductive tissues of male and female mice,"Han, S. Y.; Xie, W. S.; Kim, S. H.; Yue, L. M.; DeJong, J.",2004,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.030247,
VAY8FL9M,Influence of Body Size and Population-Density on Fertilization Success and Reproductive Output in a Free-Spawning Invertebrate,"Levitan, Dr",1991,BIOLOGICAL BULLETIN,10.2307/1542097,
GUPVUDGY,Cyclic-Amp Enhances the Sexual Agglutinability of Chlamydomonas Flagella,"Goodenough, Uw",1989,JOURNAL OF CELL BIOLOGY,10.1083/jcb.109.1.247,
3H32WGDU,Localization of primordial germ cells or their precursors in stage X blastoderm of chickens and their ability to differentiate into functional gametes in opposite-sex recipient gonads,"Naito, M.; Sano, A.; Matsubara, Y.; Harumi, T.; Tagami, T.; Sakurai, M.; Kuwana, T.",2001,REPRODUCTION,10.1530/rep.0.1210547,
DKC6EUDV,Evidence for Compromised Metabolic Function and Limited Glucose Uptake in Spermatozoa from the Teratospermic Domestic Cat (<i>Felis catus</i>) and Cheetah (<i>Acinonyx jubatus</i>),"Terrell, Kimberly A.; Wildt, David E.; Anthony, Nicola M.; Bavister, Barry D.; Leibo, Stanley P.; Penfold, Linda M.; Marker, Laurie L.; Crosier, Adrienne E.",2010,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.110.085639,
IC92IUTX,Inhibition of capacitation-associated tyrosine phosphorylation signaling in rat sperm by epididymal protein crisp-1,"Roberts, K. P.; Wamstad, J. A.; Ensrud, K. M.; Hamilton, D. W.",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.102.013771,
CVRD2NGE,Caspase 2 activity contributes to the initial wave of germ cell apoptosis during the first round of spermatogenesis,"Zheng, Shuqiu; Turner, Terry T.; Lysiak, Jeffrey J.",2006,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.105.044610,
BHE96PNM,Double fertilization in Gnetum gnemon: The relationship between the cell cycle and sexual reproduction,"Carmichael, J. S.; Friedman, W. E.",1995,PLANT CELL,10.1105/tpc.7.12.1975,
Y6G2XC3V,"Expression of antimicrobial defensins in the male reproductive tract of rats, mice, and humans","Com, E.; Bourgeon, F.; Evrard, B.; Ganz, T.; Colleu, D.; Jégou, B.; Pineau, C.",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.102.005389,
VLMRY48W,Differential subcellular distribution of tubulin epitopes in boar spermatozoa:: Recognition of class III β-tubulin epitope in sperm tail,"Peknicová, J.; Kubátová, A.; Sulimenko, V.; Dráberová, E.; Viklicky, V.; Hozák, P.; Dráber, P.",2001,BIOLOGY OF REPRODUCTION,10.1095/biolreprod65.3.672,
MINXM5C2,Bovine <i>SNRPN</i> methylation imprint in oocytes and day 17 in vitro-produced and somatic cell nuclear transfer embryos,"Lucifero, Diana; Suzuki, Joao; Bordignon, Vilceu; Martel, Josee; Vigneault, Christian; Therrien, Jacinthe; Filion, France; Smith, Lawrence C.; Trasler, Jacquetta M.",2006,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.051722,
ARKFUASI,"Identification of a new, testis-specific sperm antigen localized on the principal piece of the spermatozoa tail in the fox (<i>Vulpes vulpes</i>)","Verdier, Y.; Farré, G.; Rouet, N.; Kele, Z.; Janáky, T.; Boué, F.",2005,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.032623,
T3S7BKAF,Combination of dithiothreitol and detergent treatment of spermatozoa causes paternal chromosomal damage,"Szczygiel, M. A.; Ward, W. S.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.101.002667,
ALLQ3MWP,The ethical and legal debate,"Frith, L.",2001,HUMAN REPRODUCTION,10.1093/humrep/16.5.818,
ZYK693GS,Adaptive Value of Sexual Dimorphism - I Anisogamy,"Scudo, Fm",1967,EVOLUTION,10.2307/2406676,
25WDPYW2,Generation of fertile offspring from <i>Kit<SUP>w</SUP>/Kit<SUP>wv</SUP></i> mice through differentiation of gene corrected nuclear transfer embryonic stem cells,"Yuan, Yan; Zhou, Quan; Wan, Haifeng; Shen, Bin; Wang, Xuepeng; Wang, Mei; Feng, Chunjing; Xie, Mingming; Gu, Tiantian; Zhou, Tao; Fu, Rui; Huang, Xingxu; Zhou, Qi; Sha, Jiahao; Zhao, Xiao-Yang",2015,CELL RESEARCH,10.1038/cr.2015.74,
UF47VV2R,Cryopreserved oocytes of infertile couples undergoing assisted reproductive technology could be an important source of oocyte donation: a clinical report of successful pregnancies,"Li, X. H.; Chen, S. U.; Zhang, X.; Tang, M.; Kui, Y. R.; Wu, X. Q.; Wang, S.; Guo, Y. L.",2005,HUMAN REPRODUCTION,10.1093/humrep/dei262,
WULTXVTQ,"Crossing borders for fertility treatment: motivations, destinations and outcomes of UK fertility travellers","Culley, L.; Hudson, N.; Rapport, F.; Blyth, E.; Norton, W.; Pacey, A. A.",2011,HUMAN REPRODUCTION,10.1093/humrep/der191,
9EBAWVAQ,The CYCLIN-A CYCA1;2/TAM Is Required for the Meiosis I to Meiosis II Transition and Cooperates with OSD1 for the Prophase to First Meiotic Division Transition,"d'Erfurth, Isabelle; Cromer, Laurence; Jolivet, Sylvie; Girard, Chloe; Horlow, Christine; Sun, Yujin; To, Jennifer P. C.; Berchowitz, Luke E.; Copenhaver, Gregory P.; Mercier, Raphael",2010,PLoS GENETICS,10.1371/journal.pgen.1000989,
59LFXA64,Attitudes towards disclosure and relationship to donor offspring among a national cohort of identity-release oocyte and sperm donors,"Lampic, C.; Svanberg, A. Skoog; Sydsjo, G.",2014,HUMAN REPRODUCTION,10.1093/humrep/deu152,
NXFCQ5VH,Mating Pheromone-Induced Alteration of Cell-Surface Proteins in the Heterobasidiomycetous Yeast Tremella-Mesenterica,"Miyakawa, T.; Kadota, T.; Okubo, Y.; Hatano, T.; Tsuchiya, E.; Fukui, S.",1984,JOURNAL OF BACTERIOLOGY,10.1128/JB.158.3.814-819.1984,
7D3PTHTY,Topoisomerase IIB and an extracellular nuclease interact to digest sperm DNA in an apoptotic-like manner,"Shaman, Jeffrey A.; Prisztoka, Renata; Ward, W. Steven",2006,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.055178,
EYB7YKDY,Tolerance of the mouse sperm nuclei to freeze-drying depends on their disulfide status,"Kaneko, T.; Whittingham, D. G.; Overstreet, J. W.; Yanagimachi, R.",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.103.019729,
Z4MLYX3F,Comprehensive carrier genetic test using next-generation deoxyribonucleic acid sequencing in infertile couples wishing to conceive through assisted reproductive technology,"Martin, Julio; Asan; Yi, Yuting; Alberola, Trinidad; Rodriguez-Iglesias, Beatriz; Jimenez-Almazan, Jorge; Li, Qin; Du, Huiqian; Alama, Pilar; Ruiz, Amparo; Bosch, Ernesto; Garrido, Nicolas; Simon, Carlos",2015,FERTILITY AND STERILITY,10.1016/j.fertnstert.2015.07.1166,
4AQXM5N2,Strategies for Outcrossing and Genetic Manipulation of Drosophila Compound Autosome Stocks,"Martins, Torcato; Kotadia, Shaila; Malmanche, Nicolas; Sunkel, Claudio E.; Sullivan, William",2013,G3-GENES GENOMES GENETICS,10.1534/g3.112.004481,
LK8RBRGW,Establishment of spermatogenesis in neonatal bovine testicular tissue following ectopic xenografting varies with donor age,"Oatley, J. M.; Reeves, J. J.; McLean, D. J.",2005,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.030783,
WF7RTTZU,Regulation of ubiquitin-proteasome pathway on pig oocyte meiotic maturation and fertilization,"Huo, L. J.; Fan, H. Y.; Liang, C. G.; Yu, L. Z.; Zhong, Z. S.; Chen, D. Y.; Sun, Q. Y.",2004,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.028134,
JGAQECBC,Cell-Wall Lytic Enzymes (autolysins) of Chlamydomonas-Reinhardtii Are (hydroxy)proline-Specific Proteases,"Jaenicke, L.; Kuhne, W.; Spessert, R.; Wahle, U.; Waffenschmidt, S.",1987,EUROPEAN JOURNAL OF BIOCHEMISTRY,10.1111/j.1432-1033.1987.tb13725.x,
ZD6GJSH2,"Parental diet, pregnancy outcomes and offspring health: metabolic determinants in developing oocytes and embryos","Sinclair, Kevin D.; Watkins, Adam J.",2014,REPRODUCTION FERTILITY AND DEVELOPMENT,10.1071/RD13290,
ZCAKR72B,Premature chromosome condensation is not essential for nuclear reprogramming in bovine somatic cell nuclear transfer,"Sung, Li-Ying; Shen, Perng-Chih; Jeong, B.-Seon; Xu, Jie; Chang, Ching-Chien; Cheng, Winston T. K.; Wu, Jiin-Shyan; Lee, Shan-Nan; Broek, Diane; Faber, David; Tian, X. Cindy; Yang, Xiangzhong; Du, Fuliang",2007,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.053561,
LANHY2LR,Production of nuclear transfer-derived piglets using porcine fetal fibroblasts transfected with the enhanced green fluorescent protein,"Hyun, S.; Lee, G.; Kim, D.; Kim, H.; Lee, S.; Nam, D.; Jeong, Y.; Kim, S.; Yeom, S.; Kang, S.; Han, J.; Lee, B.; Hwang, W.",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.102.014886,
MX7GKDJV,Heterocomplex formation and cell-surface accumulation of hen's serum zona pellucida B1 (ZPB1) with ZPC expressed by a mammalian cell line (COS-7): A possible initiating step of egg-envelope matrix construction,"Okumura, Hiroki; Aoki, Naohito; Sato, Chihiro; Nadano, Daita; Matsuda, Tsukasa",2007,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.056267,
JFN6D7GR,Nuclear origin of aging-associated meiotic defects in senescence-accelerated mice,"Liu, L.; Keefe, D. L.",2004,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.028985,
MHCSCRKH,Targeting and sequestration of truncated Pfs230 in an intraerythrocytic compartment during <i>Plasmodium falciparum</i> gametocytogenesis,"Eksi, S.; Stump, A.; Fanning, S. L.; Shenouda, M. I.; Fujioka, H.; Williamson, K. C.",2002,MOLECULAR MICROBIOLOGY,10.1046/j.1365-2958.2002.02986.x,
7R55CA2V,Hybridization and pre-zygotic reproductive barriers in <i>Plasmodium</i>,"Ramiro, Ricardo S.; Khan, Shahid M.; Franke-Fayard, Blandine; Janse, Chris J.; Obbard, Darren J.; Reece, Sarah E.",2015,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2014.3027,
MUAN682Z,Different segregation patterns in five carriers due to a pericentric inversion of chromosome 1,"Luo, Yuqin; Xu, Chenming; Sun, Yixi; Wang, Liya; Chen, Songchang; Jin, Fan",2014,SYSTEMS BIOLOGY IN REPRODUCTIVE MEDICINE,10.3109/19396368.2014.948580,
NDRUVGF8,Lewis X-containing neoglycoproteins mimic the intrinsic ability of zona pellucida glycoprotein ZP3 to induce the acrosome reaction in capacitated mouse sperm,"Hanna, W. F.; Kerr, C. L.; Shaper, J. H.; Wright, W. W.",2004,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.103.023820,
S5RQMNLW,Asymmetric conspecific sperm precedence in relation to spawning times in the <i>Montastraea annularis</i> species complex (Cnidaria: Scleractinia),"Fogarty, N. D.; Lowenberg, M.; Ojima, M. N.; Knowlton, N.; Levitan, D. R.",2012,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/j.1420-9101.2012.02625.x,
SJQUK4Q6,Tyrosine phosphorylation of HSP-90 during mammalian sperm capacitation,"Ecroyd, H.; Jones, R. C.; Aitken, R. J.",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.103.017350,
XL3JUI3S,Personality characteristics in a Swedish national sample of identifiable oocyte donors,"Sydsjo, G.; Lampic, C.; Brandstrom, S.; Gudmundsson, J.; Karlstrom, P. O.; Solensten, N. G.; Thurin-Kjellberg, A.; Svanberg, A. S.",2011,BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,10.1111/j.1471-0528.2011.02953.x,
STNPXGB3,Complete asynapsis resulting in 2n pollen formation in <i>Paspalum jesuiticum</i> Parodi (Poaceae),"Bernardo Filho, R. A.; Santos, A. C. C.; Souza, F. H. D.; Valls, J. F. M.; Pagliarini, M. S.",2014,GENETICS AND MOLECULAR RESEARCH,10.4238/2014.January.17.9,
ZY763ETC,Injection of mammalian metaphase II oocytes with short interfering RNAs to dissect meiotic and early mitotic events,"Arnanai, Manami; Shoji, Shisako; Yoshida, Naoko; Brahmajosyula, Manjula; Perry, Anthony C. F.",2006,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.106.054213,
UCNI3U6B,Lack of sharing of Spam1 (Ph-20) among mouse spermatids and transmission ratio distortion,"Zheng, Y.; Deng, X.; Martin-DeLeon, P. A.",2001,BIOLOGY OF REPRODUCTION,10.1095/biolreprod64.6.1730,
EDFCWXDU,Sequential FISH allows the determination of the segregation outcome and the presence of numerical anomalies in spermatozoa from a t(1;8;2)(q42;p21;p15) carrier,"Godo, Anna; Blanco, Joan; Vidal, Francesca; Parriego, Monica; Boada, Montserrat; Anton, Ester",2013,JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,10.1007/s10815-013-0063-5,
H5ZB75XD,The Effects of Half-Sib and Mass Selection on Linkage Disequilibrium in Recurrent Selection Programs,"Wright, Aj",1983,HEREDITY,10.1038/hdy.1983.9,
BLS7HHAM,Small-Scale Dispersion of Eggs and Sperm of the Crown-of-Thorns Starfish (acanthaster Planci) in a Shallow Coral-Reef Habitat,"Benzie, Jah; Black, Kp; Moran, Pj; Dixon, P.",1994,BIOLOGICAL BULLETIN,10.2307/1542049,
V3EMVCAD,Selective Screen to Recover Pairs of Deletion-Tandem Duplications,"Omelyanchuk, L.",1993,HEREDITY,10.1038/hdy.1993.10,
42DEM3AN,Epigenetic regulation of germ cell differentiation,"Eun, Suk Ho; Gan, Qiang; Chen, Xin",2010,CURRENT OPINION IN CELL BIOLOGY,10.1016/j.ceb.2010.09.004,
N5ZI6ZHY,Defects in secretory pathway trafficking during sperm development in <i>Adam2</i> knockout mice,"Stein, K. K.; Go, J. C.; Primakoff, P.; Myles, D. G.",2005,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.105.040972,
4RYJIGYS,Involvement of histone H3 (Ser10) phosphorylation in chromosome condensation without Cdc2 kinase and mitogen-activated protein kinase activation in pig oocytes,"Rui, H. T.; Yamaoka, E.; Miyano, T.",2004,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.103.026070,
THJXUUSE,Plasticity in Dnmt3L-dependent and -independent modes of <i>de novo</i> methylation in the developing mouse embryo,"Guenatri, Mounia; Duffie, Rachel; Iranzo, Julian; Fauque, Patricia; Bourc'his, Deborah",2013,DEVELOPMENT,10.1242/dev.089268,
MCYG5ZA8,Identification of genes that are up- or down-regulated in the apical or basal cell of maize two-celled embryos and monitoring their expression during zygote development by a cell manipulation- and PCR-based approach,"Okamoto, T.; Scholten, S.; Lörz, H.; Kranz, E.",2005,PLANT AND CELL PHYSIOLOGY,10.1093/pcp/pci032,
AABDPAXI,Differential involvement of rat sperm choline glycerophospholipids and sphingomyelin in capacitation and the acrosomal reaction,"Zanetti, Samanta R.; de los Angeles Monclus, Maria; Rensetti, Daniel E.; Fornes, Miguel W.; Aveldano, Marta I.",2010,BIOCHIMIE,10.1016/j.biochi.2010.08.015,
VNGW3I4E,Epigenetic Reprogramming and Small RNA Silencing of Transposable Elements in Pollen,"Slotkin, R. Keith; Vaughn, Matthew; Borges, Filipe; Tanurdzic, Milos; Becker, Joerg D.; Feijo, Jose A.; Martienssen, Robert A.",2009,CELL,10.1016/j.cell.2008.12.038,
UTM8BIHR,Signaling cascades and the importance of moonlight in coral broadcast mass spawning,"Kaniewska, Paulina; Alon, Shahar; Karako-Lampert, Sarit; Hoegh-Guldberg, Ove; Levy, Oren",2015,ELIFE,10.7554/eLife.09991,
VDV7AIIZ,Role of FYN Kinase in Spermatogenesis: Defects Characteristic of <i>Fyn</i>-Null Sperm in Mice,"Luo, Jinping; Gupta, Vijayalaxmi; Kern, Brian; Tash, Joseph S.; Sanchez, Gladis; Blanco, Gustavo; Kinsey, William H.",2012,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.111.093864,
FMNNYNGH,Protocadherin α3 acts at sites distinct from classic cadherins in rat testis and sperm,"Johnson, K. J.; Zecevic, A.; Kwon, E. J.",2004,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.103.021758,
ARCBV3WE,Genetic reproductive risk in inversion carriers,"Anton, E.; Vidal, F.; Egozcue, J.; Blanco, J.",2006,FERTILITY AND STERILITY,10.1016/j.fertnstert.2005.09.023,
X5RY87ZK,CDC6 requirement for spindle formation during maturation of mouse oocytes,"Anger, M.; Stein, P.; Schultz, R. M.",2005,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.104.035451,
UBUFX8BH,"A comparison of the frequency of sperm chromosome abnormalities in men with mild, moderate, and severe oligozoospermia","Martin, R. H.; Rademaker, A. W.; Greene, C.; Ko, E.; Hoang, T.; Barclay, L.; Chernos, J.",2003,BIOLOGY OF REPRODUCTION,10.1095/biolreprod.102.015149,
U5MYPWU6,Carp ovarian cystatin binds and agglutinates spermatozoa via electrostatic interaction,"Wang, S. C.; Huang, F. L.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod66.5.1318,
3EUCUP3U,"SAMP32, a testis-specific, isoantigenic sperm acrosomal membrane-associated protein","Hao, Z. L.; Wolkowicz, M. J.; Shetty, J.; Klotz, K.; Bolling, L.; Sen, B.; Westbrook, V. A.; Coonrod, S.; Flickinger, C. J.; Herr, J. C.",2002,BIOLOGY OF REPRODUCTION,10.1095/biolreprod66.3.735,
